ID,Wilayah,Tempat Wisata,Tahun,Wisnus,Wisman
428,KARANGASEM REGENCY,Tirta Gangga,2022,33663,76160
429,KARANGASEM REGENCY,Tirta Gangga,2023,22567,151414
430,KARANGASEM REGENCY,Tirta Gangga,2024,53271,402985
431,KARANGASEM REGENCY,Tenganan,2020,2922,4441
432,KARANGASEM REGENCY,Tenganan,2021,2087,405
433,KARANGASEM REGENCY,Tenganan,2022,4835,12846
434,KARANGASEM REGENCY,Tenganan,2023,7440,31360
435,KARANGASEM REGENCY,Tenganan,2024,8171,32018
436,KARANGASEM REGENCY,Padangbai,2020,11,1858
437,KARANGASEM REGENCY,Padangbai,2021,46,87
438,KARANGASEM REGENCY,Padangbai,2022,187,3350
439,KARANGASEM REGENCY,Padangbai,2023,19,7452
440,KARANGASEM REGENCY,Padangbai,2024,42,2689
441,KARANGASEM REGENCY,Jemeluk,2020,0,980
442,KARANGASEM REGENCY,Jemeluk,2021,24,112
443,KARANGASEM REGENCY,Jemeluk,2022,250,2372
444,KARANGASEM REGENCY,Jemeluk,2023,169,5115
445,KARANGASEM REGENCY,Jemeluk,2024,140,2132
446,KARANGASEM REGENCY,Telaga Waja,2020,2484,5004
447,KARANGASEM REGENCY,Telaga Waja,2021,258,9
448,KARANGASEM REGENCY,Telaga Waja,2022,821,1315
449,KARANGASEM REGENCY,Telaga Waja,2023,2195,1143
450,KARANGASEM REGENCY,Telaga Waja,2024,1406,619
451,KARANGASEM REGENCY,Tulamben,2020,398,6201
452,KARANGASEM REGENCY,Tulamben,2021,238,269
453,KARANGASEM REGENCY,Tulamben,2022,2461,12289
454,KARANGASEM REGENCY,Tulamben,2023,3297,25242
455,KARANGASEM REGENCY,Tulamben,2024,1245,8603
456,KARANGASEM REGENCY,Yeh Malet,2020,3454,345
457,KARANGASEM REGENCY,Yeh Malet,2021,14056,0
458,KARANGASEM REGENCY,Yeh Malet,2022,15309,347
459,KARANGASEM REGENCY,Yeh Malet,2023,19098,592
460,KARANGASEM REGENCY,Yeh Malet,2024,14659,275
461,KARANGASEM REGENCY,Candi Dasa,2020,827,928
462,KARANGASEM REGENCY,Candi Dasa,2021,0,91
463,KARANGASEM REGENCY,Candi Dasa,2022,1543,1433
464,KARANGASEM REGENCY,Candi Dasa,2023,2006,2956
465,KARANGASEM REGENCY,Candi Dasa,2024,2825,3139
466,KARANGASEM REGENCY,Taman Ujung,2020,83915,20302
467,KARANGASEM REGENCY,Taman Ujung,2021,61359,1932
468,KARANGASEM REGENCY,Taman Ujung,2022,74483,40053
469,KARANGASEM REGENCY,Taman Ujung,2023,0,0
470,KARANGASEM REGENCY,Taman Ujung,2024,0,0
471,KARANGASEM REGENCY,Putung,2020,0,0
472,KARANGASEM REGENCY,Putung,2021,0,0
473,KARANGASEM REGENCY,Putung,2022,0,0
474,KARANGASEM REGENCY,Putung,2023,1047,1075
475,KARANGASEM REGENCY,Putung,2024,2662,2151
476,KARANGASEM REGENCY,Labuhan/ODC,2020,390,570
477,KARANGASEM REGENCY,Labuhan/ODC,2021,0,0
478,KARANGASEM REGENCY,Labuhan/ODC,2022,0,0
479,KARANGASEM REGENCY,Labuhan/ODC,2023,0,0
480,KARANGASEM REGENCY,Labuhan/ODC,2024,0,0
481,KARANGASEM REGENCY,Bukit Nampo,2020,30236,1310
482,KARANGASEM REGENCY,Bukit Nampo,2021,27082,846
483,KARANGASEM REGENCY,Bukit Nampo,2022,26434,2711
484,KARANGASEM REGENCY,Bukit Nampo,2023,11974,5024
485,KARANGASEM REGENCY,Bukit Nampo,2024,14570,2590
486,KARANGASEM REGENCY,Bukit Asah,2020,58853,11107
487,KARANGASEM REGENCY,Bukit Asah,2021,29444,2713
488,KARANGASEM REGENCY,Bukit Asah,2022,62352,30924
489,KARANGASEM REGENCY,Bukit Asah,2023,92047,77750
490,KARANGASEM REGENCY,Bukit Asah,2024,80146,78154
491,KARANGASEM REGENCY,Taman Edelweis,2020,0,0
492,KARANGASEM REGENCY,Taman Edelweis,2021,28077,0
493,KARANGASEM REGENCY,Taman Edelweis,2022,11735,642
494,KARANGASEM REGENCY,Taman Edelweis,2023,13649,22305
495,KARANGASEM REGENCY,Taman Edelweis,2024,6578,72
496,KARANGASEM REGENCY,Lempuyang,2020,0,0
497,KARANGASEM REGENCY,Lempuyang,2021,17976,2168
498,KARANGASEM REGENCY,Lempuyang,2022,46246,166508
499,KARANGASEM REGENCY,Lempuyang,2023,29256,369281
500,KARANGASEM REGENCY,Lempuyang,2024,13250,217047
501,KARANGASEM REGENCY,Bukit Cemara,2020,0,0
502,KARANGASEM REGENCY,Bukit Cemara,2021,608,32
503,KARANGASEM REGENCY,Bukit Cemara,2022,512,0
504,KARANGASEM REGENCY,Bukit Cemara,2023,416,720
505,KARANGASEM REGENCY,Bukit Cemara,2024,529,85
506,KARANGASEM REGENCY,Dukuh Penaban ,2020,0,0
507,KARANGASEM REGENCY,Dukuh Penaban ,2021,0,0
508,KARANGASEM REGENCY,Dukuh Penaban ,2022,2300,208
509,KARANGASEM REGENCY,Dukuh Penaban ,2023,7422,525
510,KARANGASEM REGENCY,Dukuh Penaban ,2024,1629,548
511,KARANGASEM REGENCY,Maha Gangga ,2020,0,0
512,KARANGASEM REGENCY,Maha Gangga ,2021,0,0
513,KARANGASEM REGENCY,Maha Gangga ,2022,2301,2556
514,KARANGASEM REGENCY,Maha Gangga ,2023,3775,5645
515,KARANGASEM REGENCY,Maha Gangga ,2024,3239,5350
516,KARANGASEM REGENCY,Amed,2020,0,0
517,KARANGASEM REGENCY,Amed,2021,0,0
518,KARANGASEM REGENCY,Amed,2022,0,0
519,KARANGASEM REGENCY,Amed,2023,0,967
520,KARANGASEM REGENCY,Amed,2024,10,11855
521,KARANGASEM REGENCY,Kubu,2020,0,0
522,KARANGASEM REGENCY,Kubu,2021,0,0
523,KARANGASEM REGENCY,Kubu,2022,0,0
524,KARANGASEM REGENCY,Kubu,2023,0,836
525,KARANGASEM REGENCY,Kubu,2024,0,0
526,KARANGASEM REGENCY,Penaban,2020,0,0
527,KARANGASEM REGENCY,Penaban,2021,0,0
528,KARANGASEM REGENCY,Penaban,2022,0,0
529,KARANGASEM REGENCY,Penaban,2023,525,0
530,KARANGASEM REGENCY,Penaban,2024,12374,492
531,KARANGASEM REGENCY,taman soekasada ujung ,2020,0,0
532,KARANGASEM REGENCY,taman soekasada ujung ,2021,0,0
533,KARANGASEM REGENCY,taman soekasada ujung ,2022,0,0
534,KARANGASEM REGENCY,taman soekasada ujung ,2023,68161,94589
535,KARANGASEM REGENCY,taman soekasada ujung ,2024,52266,91514
536,BULELENG REGENCY,Pulaki,2020,5091,10975
537,BULELENG REGENCY,Pulaki,2021,9211,0
538,BULELENG REGENCY,Pulaki,2022,46272,1932
539,BULELENG REGENCY,Pulaki,2023,45523,5292
540,BULELENG REGENCY,Pulaki,2024,96684,6260
541,BULELENG REGENCY,"Lovina, Kalibukbuk",2020,3696,5579
542,BULELENG REGENCY,"Lovina, Kalibukbuk",2021,0,0
543,BULELENG REGENCY,"Lovina, Kalibukbuk",2022,0,0
544,BULELENG REGENCY,"Lovina, Kalibukbuk",2023,0,0
545,BULELENG REGENCY,"Lovina, Kalibukbuk",2024,0,0
546,BULELENG REGENCY,Air Panas Banjar,2020,10671,7981
547,BULELENG REGENCY,Air Panas Banjar,2021,6159,0
548,BULELENG REGENCY,Air Panas Banjar,2022,18597,7426
549,BULELENG REGENCY,Air Panas Banjar,2023,45360,18316
550,BULELENG REGENCY,Air Panas Banjar,2024,41023,49728
551,BULELENG REGENCY,Air Sanih,2020,12693,275
552,BULELENG REGENCY,Air Sanih,2021,0,0
553,BULELENG REGENCY,Air Sanih,2022,18313,7296
554,BULELENG REGENCY,Air Sanih,2023,58224,805
555,BULELENG REGENCY,Air Sanih,2024,73701,857
556,BULELENG REGENCY,Air Terjun Gitgit,2020,1195,1170
557,BULELENG REGENCY,Air Terjun Gitgit,2021,21,17
558,BULELENG REGENCY,Air Terjun Gitgit,2022,264,639
559,BULELENG REGENCY,Air Terjun Gitgit,2023,135,3789
560,BULELENG REGENCY,Air Terjun Gitgit,2024,1056,3491
561,BULELENG REGENCY,Makam Jaya Prana,2020,2769,7914
562,BULELENG REGENCY,Makam Jaya Prana,2021,0,0
563,BULELENG REGENCY,Makam Jaya Prana,2022,22253,126
564,BULELENG REGENCY,Makam Jaya Prana,2023,0,0
565,BULELENG REGENCY,Makam Jaya Prana,2024,0,0
566,BULELENG REGENCY,Air Panas Banyuwedang,2020,1130,1138
567,BULELENG REGENCY,Air Panas Banyuwedang,2021,1496,66
568,BULELENG REGENCY,Air Panas Banyuwedang,2022,9815,538
569,BULELENG REGENCY,Air Panas Banyuwedang,2023,8431,2648
570,BULELENG REGENCY,Air Panas Banyuwedang,2024,25104,1913
571,BULELENG REGENCY,Taman Nasional Bali Barat,2020,0,0
572,BULELENG REGENCY,Taman Nasional Bali Barat,2021,4033,137
573,BULELENG REGENCY,Taman Nasional Bali Barat,2022,2609,206
574,BULELENG REGENCY,Taman Nasional Bali Barat,2023,17755,19252
575,BULELENG REGENCY,Taman Nasional Bali Barat,2024,25204,18976
576,BULELENG REGENCY,Pura Madue Karang,2020,0,1022
577,BULELENG REGENCY,Pura Madue Karang,2021,245,0
578,BULELENG REGENCY,Pura Madue Karang,2022,206,1780
579,BULELENG REGENCY,Pura Madue Karang,2023,1126,3828
580,BULELENG REGENCY,Pura Madue Karang,2024,1153,4876
581,BULELENG REGENCY,Pura Beji,2020,0,764
582,BULELENG REGENCY,Pura Beji,2021,150,0
583,BULELENG REGENCY,Pura Beji,2022,3639,3836
584,BULELENG REGENCY,Pura Beji,2023,9461,12057
585,BULELENG REGENCY,Pura Beji,2024,6448,17848
586,BULELENG REGENCY,Pura Dalem Jagaraga,2020,0,0
587,BULELENG REGENCY,Pura Dalem Jagaraga,2021,185,0
588,BULELENG REGENCY,Pura Dalem Jagaraga,2022,0,0
589,BULELENG REGENCY,Pura Dalem Jagaraga,2023,0,0
590,BULELENG REGENCY,Pura Dalem Jagaraga,2024,0,0
591,BULELENG REGENCY,Danau Buyan,2020,17900,1395
592,BULELENG REGENCY,Danau Buyan,2021,6221,0
593,BULELENG REGENCY,Danau Buyan,2022,8823,0
594,BULELENG REGENCY,Danau Buyan,2023,16049,30
595,BULELENG REGENCY,Danau Buyan,2024,78353,0
596,BULELENG REGENCY,Pelabuhan Buleleng,2020,536,45
597,BULELENG REGENCY,Pelabuhan Buleleng,2021,10709,0
598,BULELENG REGENCY,Pelabuhan Buleleng,2022,53235,625
599,BULELENG REGENCY,Pelabuhan Buleleng,2023,91345,8741
600,BULELENG REGENCY,Pelabuhan Buleleng,2024,127643,5041
601,BULELENG REGENCY,Gedong Kertya,2020,442,190
602,BULELENG REGENCY,Gedong Kertya,2021,0,0
603,BULELENG REGENCY,Gedong Kertya,2022,0,0
604,BULELENG REGENCY,Gedong Kertya,2023,0,0
605,BULELENG REGENCY,Gedong Kertya,2024,0,0
606,BULELENG REGENCY,Air Terjun Les,2020,587,347
607,BULELENG REGENCY,Air Terjun Les,2021,0,0
608,BULELENG REGENCY,Air Terjun Les,2022,637,1294
609,BULELENG REGENCY,Air Terjun Les,2023,1401,3686
610,BULELENG REGENCY,Air Terjun Les,2024,0,0
611,BULELENG REGENCY,Museum Buleleng,2020,371,209
612,BULELENG REGENCY,Museum Buleleng,2021,34,0
613,BULELENG REGENCY,Museum Buleleng,2022,883,76
614,BULELENG REGENCY,Museum Buleleng,2023,705,293
615,BULELENG REGENCY,Museum Buleleng,2024,746,147
616,BULELENG REGENCY,D. Tamblingan,2020,2629,2050
617,BULELENG REGENCY,D. Tamblingan,2021,77,0
618,BULELENG REGENCY,D. Tamblingan,2022,2828,1122
619,BULELENG REGENCY,D. Tamblingan,2023,12785,5227
620,BULELENG REGENCY,D. Tamblingan,2024,15943,9234
621,BULELENG REGENCY,P. Menjangan,2020,0,0
622,BULELENG REGENCY,P. Menjangan,2021,216,14
623,BULELENG REGENCY,P. Menjangan,2022,0,0
624,BULELENG REGENCY,P. Menjangan,2023,1671,4331
625,BULELENG REGENCY,P. Menjangan,2024,764,5240
626,BULELENG REGENCY,Kapal Seabourn Odyssey,2020,0,0
627,BULELENG REGENCY,Kapal Seabourn Odyssey,2021,0,0
628,BULELENG REGENCY,Kapal Seabourn Odyssey,2022,0,0
629,BULELENG REGENCY,Kapal Seabourn Odyssey,2023,2,247
630,BULELENG REGENCY,Kapal Seabourn Odyssey,2024,0,0
631,BULELENG REGENCY,Air Terjun Sekumpul,2020,5281,3951
632,BULELENG REGENCY,Air Terjun Sekumpul,2021,79,189
633,BULELENG REGENCY,Air Terjun Sekumpul,2022,600,2264
634,BULELENG REGENCY,Air Terjun Sekumpul,2023,6672,10459
635,BULELENG REGENCY,Air Terjun Sekumpul,2024,3384,19292
636,BULELENG REGENCY,Air Terjun Campuhan,2020,691,755
637,BULELENG REGENCY,Air Terjun Campuhan,2021,0,0
638,BULELENG REGENCY,Air Terjun Campuhan,2022,0,0
639,BULELENG REGENCY,Air Terjun Campuhan,2023,0,0
640,BULELENG REGENCY,Air Terjun Campuhan,2024,0,0
641,BULELENG REGENCY,Air Terjun Bertingkat,2020,180,103
642,BULELENG REGENCY,Air Terjun Bertingkat,2021,0,0
643,BULELENG REGENCY,Air Terjun Bertingkat,2022,0,0
644,BULELENG REGENCY,Air Terjun Bertingkat,2023,0,0
645,BULELENG REGENCY,Air Terjun Bertingkat,2024,0,0
646,BULELENG REGENCY,Genting Dream,2020,0,0
647,BULELENG REGENCY,Genting Dream,2021,0,0
648,BULELENG REGENCY,Genting Dream,2022,0,4091
649,BULELENG REGENCY,Genting Dream,2023,0,0
650,BULELENG REGENCY,Genting Dream,2024,0,0
651,BULELENG REGENCY,Pura Jaya Prana ,2020,0,0
652,BULELENG REGENCY,Pura Jaya Prana ,2021,3209,0
653,BULELENG REGENCY,Pura Jaya Prana ,2022,0,0
654,BULELENG REGENCY,Pura Jaya Prana ,2023,32341,196
655,BULELENG REGENCY,Pura Jaya Prana ,2024,51670,96
656,BULELENG REGENCY,Tugu Singa Ambara Raja ,2020,0,0
657,BULELENG REGENCY,Tugu Singa Ambara Raja ,2021,1705,0
658,BULELENG REGENCY,Tugu Singa Ambara Raja ,2022,3323,0
659,BULELENG REGENCY,Tugu Singa Ambara Raja ,2023,12487,0
660,BULELENG REGENCY,Tugu Singa Ambara Raja ,2024,6331,0
661,BULELENG REGENCY,Brahma Vihara Arama ,2020,0,0
662,BULELENG REGENCY,Brahma Vihara Arama ,2021,2106,78
663,BULELENG REGENCY,Brahma Vihara Arama ,2022,4276,23154
664,BULELENG REGENCY,Brahma Vihara Arama ,2023,6941,56451
665,BULELENG REGENCY,Brahma Vihara Arama ,2024,10697,70805
666,BULELENG REGENCY,Air Terjun Melanting ,2020,0,0
667,BULELENG REGENCY,Air Terjun Melanting ,2021,0,0
668,BULELENG REGENCY,Air Terjun Melanting ,2022,4616,6776
669,BULELENG REGENCY,Air Terjun Melanting ,2023,1508,25386
670,BULELENG REGENCY,Air Terjun Melanting ,2024,1317,29128
671,BULELENG REGENCY,Air Terjun Aling-Aling dan Kawasan Sambangan,2020,0,0
672,BULELENG REGENCY,Air Terjun Aling-Aling dan Kawasan Sambangan,2021,347,446
673,BULELENG REGENCY,Air Terjun Aling-Aling dan Kawasan Sambangan,2022,255,351
674,BULELENG REGENCY,Air Terjun Aling-Aling dan Kawasan Sambangan,2023,3572,67951
675,BULELENG REGENCY,Air Terjun Aling-Aling dan Kawasan Sambangan,2024,2862,57101
676,BULELENG REGENCY,Gedong Kirtya,2020,0,0
677,BULELENG REGENCY,Gedong Kirtya,2021,53,3
678,BULELENG REGENCY,Gedong Kirtya,2022,3079,132
679,BULELENG REGENCY,Gedong Kirtya,2023,5521,1053
680,BULELENG REGENCY,Gedong Kirtya,2024,1436,1425
681,BULELENG REGENCY,Pantai Lovina,2020,0,0
682,BULELENG REGENCY,Pantai Lovina,2021,870,0
683,BULELENG REGENCY,Pantai Lovina,2022,16259,10723
684,BULELENG REGENCY,Pantai Lovina,2023,64576,61404
685,BULELENG REGENCY,Pantai Lovina,2024,71421,127873
686,BULELENG REGENCY,Pantai Penimbangan,2020,0,0
687,BULELENG REGENCY,Pantai Penimbangan,2021,7116,0
688,BULELENG REGENCY,Pantai Penimbangan,2022,40033,0
689,BULELENG REGENCY,Pantai Penimbangan,2023,86197,8781
690,BULELENG REGENCY,Pantai Penimbangan,2024,78753,251
691,BULELENG REGENCY,Pura Dalem Sangsit,2020,0,0
692,BULELENG REGENCY,Pura Dalem Sangsit,2021,215,0
693,BULELENG REGENCY,Pura Dalem Sangsit,2022,0,0
694,BULELENG REGENCY,Pura Dalem Sangsit,2023,0,0
695,BULELENG REGENCY,Pura Dalem Sangsit,2024,0,0
696,BULELENG REGENCY,Pura Pucak Sinunggal,2020,0,0
697,BULELENG REGENCY,Pura Pucak Sinunggal,2021,100,0
698,BULELENG REGENCY,Pura Pucak Sinunggal,2022,0,0
699,BULELENG REGENCY,Pura Pucak Sinunggal,2023,0,0
700,BULELENG REGENCY,Pura Pucak Sinunggal,2024,0,0
701,BULELENG REGENCY,Pura Ponjok Batu ,2020,0,0
702,BULELENG REGENCY,Pura Ponjok Batu ,2021,4725,0
703,BULELENG REGENCY,Pura Ponjok Batu ,2022,1893,0
704,BULELENG REGENCY,Pura Ponjok Batu ,2023,30358,0
705,BULELENG REGENCY,Pura Ponjok Batu ,2024,65895,0
706,BULELENG REGENCY,Air Terjun Banyumala,2020,0,0
707,BULELENG REGENCY,Air Terjun Banyumala,2021,740,200
708,BULELENG REGENCY,Air Terjun Banyumala,2022,3833,17821
709,BULELENG REGENCY,Air Terjun Banyumala,2023,29757,59971
710,BULELENG REGENCY,Air Terjun Banyumala,2024,5115,71313
711,BULELENG REGENCY,Pura Batu Kursi ,2020,0,0
712,BULELENG REGENCY,Pura Batu Kursi ,2021,2452,53
713,BULELENG REGENCY,Pura Batu Kursi ,2022,0,0
714,BULELENG REGENCY,Pura Batu Kursi ,2023,770,1606
715,BULELENG REGENCY,Pura Batu Kursi ,2024,651,1511
716,BULELENG REGENCY,Air Terjun Banyu Wana Amerta,2020,0,0
717,BULELENG REGENCY,Air Terjun Banyu Wana Amerta,2021,0,0
718,BULELENG REGENCY,Air Terjun Banyu Wana Amerta,2022,871,3838
719,BULELENG REGENCY,Air Terjun Banyu Wana Amerta,2023,11945,32088
720,BULELENG REGENCY,Air Terjun Banyu Wana Amerta,2024,6654,55664
721,BULELENG REGENCY,Regata Yacht,2020,0,0
722,BULELENG REGENCY,Regata Yacht,2021,0,0
723,BULELENG REGENCY,Regata Yacht,2022,0,342
724,BULELENG REGENCY,Regata Yacht,2023,0,0
725,BULELENG REGENCY,Regata Yacht,2024,0,0
726,BULELENG REGENCY,Khrisna Adventure,2020,0,0
727,BULELENG REGENCY,Khrisna Adventure,2021,0,0
728,BULELENG REGENCY,Khrisna Adventure,2022,1375,60
729,BULELENG REGENCY,Khrisna Adventure,2023,7910,1726
730,BULELENG REGENCY,Khrisna Adventure,2024,4474,811
731,BULELENG REGENCY,Air Terjun Pucak Manik,2020,0,0
732,BULELENG REGENCY,Air Terjun Pucak Manik,2021,0,0
733,BULELENG REGENCY,Air Terjun Pucak Manik,2022,0,105717
734,BULELENG REGENCY,Air Terjun Pucak Manik,2023,1652,7099
735,BULELENG REGENCY,Air Terjun Pucak Manik,2024,3146,8652
736,BULELENG REGENCY,Taman Laut Desa Les,2020,0,0
737,BULELENG REGENCY,Taman Laut Desa Les,2021,0,0
738,BULELENG REGENCY,Taman Laut Desa Les,2022,6,88
739,BULELENG REGENCY,Taman Laut Desa Les,2023,0,0
740,BULELENG REGENCY,Taman Laut Desa Les,2024,103,579
741,BULELENG REGENCY,Khrisna Funtastic Land,2020,0,0
742,BULELENG REGENCY,Khrisna Funtastic Land,2021,0,0
743,BULELENG REGENCY,Khrisna Funtastic Land,2022,24785,356
744,BULELENG REGENCY,Khrisna Funtastic Land,2023,114920,1139
745,BULELENG REGENCY,Khrisna Funtastic Land,2024,95315,798
746,BULELENG REGENCY,Air Terjun Jembong ,2020,0,0
747,BULELENG REGENCY,Air Terjun Jembong ,2021,0,0
748,BULELENG REGENCY,Air Terjun Jembong ,2022,6598,205
749,BULELENG REGENCY,Air Terjun Jembong ,2023,18765,501
750,BULELENG REGENCY,Air Terjun Jembong ,2024,12582,1735
751,BULELENG REGENCY,Pantai Kerobokan ,2020,0,0
752,BULELENG REGENCY,Pantai Kerobokan ,2021,0,0
753,BULELENG REGENCY,Pantai Kerobokan ,2022,30570,0
754,BULELENG REGENCY,Pantai Kerobokan ,2023,53366,0
755,BULELENG REGENCY,Pantai Kerobokan ,2024,87983,0
756,BULELENG REGENCY,Puri Buleleng,2020,0,0
757,BULELENG REGENCY,Puri Buleleng,2021,0,0
758,BULELENG REGENCY,Puri Buleleng,2022,0,0
759,BULELENG REGENCY,Puri Buleleng,2023,0,14
760,BULELENG REGENCY,Puri Buleleng,2024,0,0
761,BULELENG REGENCY,Puri Kanginan,2020,0,0
762,BULELENG REGENCY,Puri Kanginan,2021,0,0
763,BULELENG REGENCY,Puri Kanginan,2022,0,0
764,BULELENG REGENCY,Puri Kanginan,2023,54,110
765,BULELENG REGENCY,Puri Kanginan,2024,0,0
766,BULELENG REGENCY,Khrisna Water Sport,2020,0,0
767,BULELENG REGENCY,Khrisna Water Sport,2021,0,0
768,BULELENG REGENCY,Khrisna Water Sport,2022,0,0
769,BULELENG REGENCY,Khrisna Water Sport,2023,4697,1406
770,BULELENG REGENCY,Khrisna Water Sport,2024,6096,3547
771,BULELENG REGENCY,Cruise Ship MV. Seven Seas Explore,2020,0,0
772,BULELENG REGENCY,Cruise Ship MV. Seven Seas Explore,2021,0,0
773,BULELENG REGENCY,Cruise Ship MV. Seven Seas Explore,2022,0,0
774,BULELENG REGENCY,Cruise Ship MV. Seven Seas Explore,2023,121,1647
775,BULELENG REGENCY,Cruise Ship MV. Seven Seas Explore,2024,0,0
776,BULELENG REGENCY,Cruise Ship Star Breeze,2020,0,0
777,BULELENG REGENCY,Cruise Ship Star Breeze,2021,0,0
778,BULELENG REGENCY,Cruise Ship Star Breeze,2022,0,0
779,BULELENG REGENCY,Cruise Ship Star Breeze,2023,0,121
780,BULELENG REGENCY,Cruise Ship Star Breeze,2024,0,0
781,BULELENG REGENCY,Cruise Ship MV. Seven Seas Marine,2020,0,0
782,BULELENG REGENCY,Cruise Ship MV. Seven Seas Marine,2021,0,0
783,BULELENG REGENCY,Cruise Ship MV. Seven Seas Marine,2022,0,0
784,BULELENG REGENCY,Cruise Ship MV. Seven Seas Marine,2023,0,500
785,BULELENG REGENCY,Cruise Ship MV. Seven Seas Marine,2024,0,0
786,BULELENG REGENCY,Cruise Ship MV. Westerdam,2020,0,0
787,BULELENG REGENCY,Cruise Ship MV. Westerdam,2021,0,0
788,BULELENG REGENCY,Cruise Ship MV. Westerdam,2022,0,0
789,BULELENG REGENCY,Cruise Ship MV. Westerdam,2023,0,1881
790,BULELENG REGENCY,Cruise Ship MV. Westerdam,2024,0,0
791,BULELENG REGENCY,Taman laut Pemuteran ,2020,0,0
792,BULELENG REGENCY,Taman laut Pemuteran ,2021,0,0
793,BULELENG REGENCY,Taman laut Pemuteran ,2022,0,0
794,BULELENG REGENCY,Taman laut Pemuteran ,2023,0,0
795,BULELENG REGENCY,Taman laut Pemuteran ,2024,234,3623
796,BULELENG REGENCY,Air Terjun Yeh Mempeh Desa Les,2020,0,0
797,BULELENG REGENCY,Air Terjun Yeh Mempeh Desa Les,2021,0,0
798,BULELENG REGENCY,Air Terjun Yeh Mempeh Desa Les,2022,0,0
799,BULELENG REGENCY,Air Terjun Yeh Mempeh Desa Les,2023,0,0
800,BULELENG REGENCY,Air Terjun Yeh Mempeh Desa Les,2024,1127,4434
801,BULELENG REGENCY,Pengrajin Pande Besi,2020,0,0
802,BULELENG REGENCY,Pengrajin Pande Besi,2021,0,0
803,BULELENG REGENCY,Pengrajin Pande Besi,2022,0,0
804,BULELENG REGENCY,Pengrajin Pande Besi,2023,0,0
805,BULELENG REGENCY,Pengrajin Pande Besi,2024,12,2
806,BULELENG REGENCY,Pengerajin Pande Gong,2020,0,0
807,BULELENG REGENCY,Pengerajin Pande Gong,2021,0,0
808,BULELENG REGENCY,Pengerajin Pande Gong,2022,0,0
809,BULELENG REGENCY,Pengerajin Pande Gong,2023,0,0
810,BULELENG REGENCY,Pengerajin Pande Gong,2024,8,106
811,BULELENG REGENCY,Agrowisata lalangan,2020,0,0
812,BULELENG REGENCY,Agrowisata lalangan,2021,0,0
813,BULELENG REGENCY,Agrowisata lalangan,2022,0,0
814,BULELENG REGENCY,Agrowisata lalangan,2023,0,0
815,BULELENG REGENCY,Agrowisata lalangan,2024,2987,132
816,BULELENG REGENCY,Penglukatan Pura Batu Bolong,2020,0,0
817,BULELENG REGENCY,Penglukatan Pura Batu Bolong,2021,0,0
818,BULELENG REGENCY,Penglukatan Pura Batu Bolong,2022,0,0
819,BULELENG REGENCY,Penglukatan Pura Batu Bolong,2023,0,0
820,BULELENG REGENCY,Penglukatan Pura Batu Bolong,2024,0,29
821,BULELENG REGENCY,Cruise Ship Celebrity Millenium,2020,0,0
822,BULELENG REGENCY,Cruise Ship Celebrity Millenium,2021,0,0
823,BULELENG REGENCY,Cruise Ship Celebrity Millenium,2022,0,0
824,BULELENG REGENCY,Cruise Ship Celebrity Millenium,2023,0,0
825,BULELENG REGENCY,Cruise Ship Celebrity Millenium,2024,400,9397
826,BULELENG REGENCY,Oceania Cruise Insignia,2020,0,0
827,BULELENG REGENCY,Oceania Cruise Insignia,2021,0,0
828,BULELENG REGENCY,Oceania Cruise Insignia,2022,0,0
829,BULELENG REGENCY,Oceania Cruise Insignia,2023,0,0
830,BULELENG REGENCY,Oceania Cruise Insignia,2024,91,308
831,JEMBRANA REGENCY,Bunut Bolong,2020,2984,709
832,JEMBRANA REGENCY,Bunut Bolong,2021,4879,574
833,JEMBRANA REGENCY,Bunut Bolong,2022,3528,682
834,JEMBRANA REGENCY,Bunut Bolong,2023,2238,586
835,JEMBRANA REGENCY,Bunut Bolong,2024,6392,991
836,JEMBRANA REGENCY,Pantai Medewi,2020,559,205
837,JEMBRANA REGENCY,Pantai Medewi,2021,125,58
838,JEMBRANA REGENCY,Pantai Medewi,2022,580,2703
839,JEMBRANA REGENCY,Pantai Medewi,2023,1180,6387
840,JEMBRANA REGENCY,Pantai Medewi,2024,2282,3173
841,JEMBRANA REGENCY,Rambut Siwi,2020,1044,103
842,JEMBRANA REGENCY,Rambut Siwi,2021,11,19
843,JEMBRANA REGENCY,Rambut Siwi,2022,35,1752
844,JEMBRANA REGENCY,Rambut Siwi,2023,15,4258
845,JEMBRANA REGENCY,Rambut Siwi,2024,798,5083
846,JEMBRANA REGENCY,Pantai Delod Berawah,2020,1148,0
847,JEMBRANA REGENCY,Pantai Delod Berawah,2021,8826,6
848,JEMBRANA REGENCY,Pantai Delod Berawah,2022,12491,0
849,JEMBRANA REGENCY,Pantai Delod Berawah,2023,18363,0
850,JEMBRANA REGENCY,Pantai Delod Berawah,2024,19827,45
851,JEMBRANA REGENCY,Pantai Baluk Rening,2020,11868,0
852,JEMBRANA REGENCY,Pantai Baluk Rening,2021,23165,0
853,JEMBRANA REGENCY,Pantai Baluk Rening,2022,39152,0
854,JEMBRANA REGENCY,Pantai Baluk Rening,2023,41659,0
855,JEMBRANA REGENCY,Pantai Baluk Rening,2024,40246,0
856,JEMBRANA REGENCY,Bendungan Palasari,2020,1644,0
857,JEMBRANA REGENCY,Bendungan Palasari,2021,1673,1
